Collect_dt,Sampling,Lat,Lon,geometry,DO  ,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,TDS,SS  ,VSS ,TOC ,CN   ,FEC_COL,Chlorophyll-A,Cl,F    ,SO4   ,ALK,As sol,Ba tot,Cu sol,Fe sol,Mn sol,Ni sol,Zn sol,Hg LL,Ca tot,Mg tot,Hardness,B tot,sn_ph_upper,sn_ph_lower,sn_P,sn_DO,sn_CL,sn_FEC,sn_TDS,sn_NH3,sn_F,sn_SO4,vo_ph,vo_DO,vo_NH3_N,vo_Tot P,vo_TDS,vo_FEC_COL,vo_Cl,vo_F,vo_SO4,vo_As sol,vo_Ba tot,vo_Cu sol,vo_Fe sol,vo_Mn sol,vo_Ni sol,vo_Zn sol,vo_Hg LL,vo_Ca tot,vo_Mg tot,vo_Hardness,vo_B tot,vo_CN,Q_pH,sn_ph_eff,k_const,Wn_ph,WQI,year,month,Q_DO,Q_Cl,Q_FEC_COL,Q_TDS,Q_NH3_N,Q_F,Q_SO4
2020-01-21,WW_100,41.88750278,-87.63414167,POINT (-87.63414167 41.88750278),11.11,7.4,2.549,0.394,1.0,0.308,892.0,9.0,4.0,1.6,0.008,22000.0,1.5,439.665,0.17,39.404,141.0,0.002,0.02996,0.00276,0.02621,0.01247,0.00139,0.01146,1.422,50.98,18.42,203.0,0.05114,9.5,6.5,0.05,5,500,200,1500,22.97162836819467,14.732972749688434,1140.25086175,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5307280085033153,0.5102426695011051,95.88841172351158,2020,1,36.35416666666667,87.933,11000.0,59.46666666666667,1.715159211549461,1.1538743937715834,3.4557307801131336
2020-01-21,WW_108,41.8459,-87.66064167,POINT (-87.66064167 41.8459),10.1,7.5,5.235,0.788,1.257,0.652,868.0,5.0,4.0,2.5,0.006,8800.0,2.3,364.01,0.343,54.468,189.0,0.002,0.03127,0.00339,0.03343,0.01403,0.00233,0.01882,1.461,63.83,24.71,261.0,0.08488,9.5,6.5,0.05,5,500,200,1500,19.89020436226586,16.871858032017983,1419.5515295000002,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5355068760462556,0.5118356253487518,48.954355287843256,2020,1,46.875,72.802,4400.0,57.86666666666667,3.961749138661099,2.032971112897487,3.8369864614344027
2020-01-21,WW_99,41.83855,-87.66398333,POINT (-87.66398333 41.83855),13.23,7.8,4.732,0.3,1.0,0.535,714.0,11.0,8.0,3.5,0.005,140.0,71.8,294.21,0.267,52.672,195.0,0.002,0.03125,0.00262,0.0374,0.01188,0.00243,0.01652,,64.95,25.54,267.0,0.08827,9.5,6.5,0.05,5,500,200,1500,12.138807387334626,17.07997367971523,1507.1368195000002,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.46500393079682,0.48833464359893997,5.348763400852182,2020,1,14.270833333333325,58.84199999999999,70.0,47.6,2.4714124742848593,1.563234259061526,3.4948386449396267
2020-01-21,WW_75,41.819575,-87.74331389,POINT (-87.74331389 41.819575),9.59,7.7,5.511,0.331,1.0,0.513,740.0,6.0,4.0,3.0,0.005,360.0,24.4,270.138,0.278,54.232,208.0,0.002,0.03136,0.00265,0.03448,0.01526,0.00225,0.01851,1.16,70.09,27.76,289.0,0.09179,9.5,6.5,0.05,5,500,200,1500,14.440758373310166,17.825237257415328,1608.6986071,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4993171444618507,0.4997723814872836,17.582130548124695,2020,1,52.1875,54.0276,180.0,49.333333333333336,2.2921233874514786,1.559586534447678,3.3711721860544155
2020-01-21,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),10.0,7.3,5.14,0.3,1.0,0.311,804.0,6.0,4.0,3.1,0.007,3300.0,1.0,325.763,0.333,69.996,179.0,0.002,0.0274,0.0016,0.03697,0.01069,0.00364,0.01971,0.849,61.18,23.02,248.0,0.16406,9.5,6.5,0.05,5,500,200,1500,26.213894625012077,16.413237710370787,1409.23075085,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5605888969896475,0.5201962989965492,28.35615695790074,2020,1,47.916666666666664,65.15259999999999,1650.0,53.6,1.1444312426347893,2.0288501627536433,4.966965130286916
2020-01-21,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),9.77,7.3,3.883,0.774,1.378,0.78,1416.0,9.0,4.0,2.1,0.013,11000.0,2.7,707.813,0.305,81.515,174.0,0.00138,0.03014,0.00238,0.04446,0.02596,0.00314,0.01601,1.449,67.06,23.77,265.0,0.12046,9.5,6.5,0.05,5,500,200,1500,26.213894625012077,17.01084342343697,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5675609171529492,0.5225203057176497,59.76576262227922,2020,1,50.3125,141.5626,5500.0,94.4,2.9526326059977572,1.7929740013936124,
2020-01-27,WW_86,41.63131944,-87.5391,POINT (-87.5391 41.63131944),8.83,7.5,4.026,0.3,1.0,0.257,504.0,9.0,4.0,3.9,0.005,5000.0,2.1,120.397,0.471,89.127,,0.00145,0.02833,0.00119,0.03359,0.02747,0.00125,0.01872,8.07,62.06,19.44,235.0,0.13956,9.5,6.5,0.05,5,500,200,1500,19.89020436226586,15.943403138551188,1557.1800211500001,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5275569973879908,0.5091856657959969,37.96924847772837,2020,1,60.10416666666667,24.0794,2500.0,33.6,1.5082801289318906,2.9541999026614385,5.723615689223806
2020-01-27,WW_56,41.65033056,-87.61712222,POINT (-87.61712222 41.65033056),10.37,7.9,2.906,0.323,1.0,0.153,516.0,8.0,4.0,3.5,0.005,660.0,2.3,145.801,0.389,88.971,,0.00119,0.03005,0.00185,0.02442,0.0261,0.00151,0.01595,8.005,57.93,20.19,228.0,0.1316,9.5,6.5,0.05,5,500,200,1500,10.131037941324271,15.685453485522945,1508.0597629500003,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4202063926351547,0.4734021308783849,15.65134606681051,2020,1,44.06250000000001,29.160199999999996,330.0,34.4,3.1882221927379275,2.480004804190275,5.8996998783363095
2020-01-27,WW_76,41.65751389,-87.64114722,POINT (-87.64114722 41.65751389),9.23,7.4,5.004,0.3,1.0,0.476,680.0,4.0,4.0,3.3,0.006,1300.0,1.0,232.444,0.379,79.518,,0.00173,0.0288,0.00212,0.03334,0.01414,0.00201,0.01602,1.997,65.57,22.19,255.0,0.16491,9.5,6.5,0.05,5,500,200,1500,22.97162836819467,16.66152680131414,1522.6699098,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5498896856693665,0.5166298952231222,22.872504232513542,2020,1,55.93749999999999,46.4888,650.0,45.333333333333336,1.3059587905198942,2.2747014995654973,5.222274341156749
2020-01-27,WW_57,41.65167778,-87.66059167,POINT (-87.66059167 41.65167778),11.6,7.8,1.755,0.3,1.0,0.268,1036.0,18.0,4.0,3.4,0.006,760.0,3.3,413.063,0.226,130.284,,0.002,0.03921,0.00266,0.10955,0.0619,0.00207,0.00808,2.959,72.15,27.64,294.0,0.09914,9.5,6.5,0.05,5,500,200,1500,12.138807387334626,17.990928299996437,1491.2424858499999,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4713789580027186,0.49045965266757285,12.713520056020128,2020,1,31.25,82.61259999999999,380.0,69.06666666666666,2.4714124742848593,1.256188653700792,8.73660730808235
2020-01-27,WW_59,41.65534167,-87.73824167,POINT (-87.73824167 41.65534167),9.58,7.6,3.601,0.3,1.0,0.523,816.0,11.0,4.0,3.0,0.007,1000.0,1.9,325.304,0.326,89.275,,0.00143,0.03081,0.00169,0.05761,0.03027,0.00204,0.01524,2.597,64.51,22.53,254.0,0.13221,9.5,6.5,0.05,5,500,200,1500,17.03220135900219,16.626250880564356,1431.1466468,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5138741090808405,0.5046247030269468,20.210863798519668,2020,1,52.291666666666664,65.0608,500.0,54.4,1.7613695004928893,1.960754726617805,6.238005042992356
2020-01-27,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),9.03,7.1,4.032,0.679,1.0,0.554,1040.0,8.0,4.0,2.6,0.009,450.0,3.8,493.307,0.309,84.0,,0.0012,0.02999,0.00174,0.04242,0.02527,0.00281,0.02072,2.841,58.88,20.72,232.0,0.13369,9.5,6.5,0.05,5,500,200,1500,32.86064417497884,15.833292751319934,1193.27500565,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5737433482794536,0.5245811160931512,20.71793765806625,2020,1,58.020833333333336,98.66140000000001,225.0,69.33333333333333,2.0663015502204085,1.9515839494235359,7.039450219125605
2020-02-03,WW_109,41.82281111,-87.84154444,POINT (-87.84154444 41.82281111),11.17,7.8,4.32,0.3,1.0,0.797,992.0,19.0,4.0,3.0,0.005,1100.0,8.1,433.883,0.285,73.305,227.3,0.002,0.04558,0.00313,0.05084,0.04414,0.00297,0.01668,0.5,92.64,37.0,384.0,0.1023,9.5,6.5,0.05,5,500,200,1500,12.138807387334626,20.778552270691375,1793.74290485,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.48795251504097,0.4959841716803233,15.452923147864036,2020,2,35.72916666666667,86.77659999999999,550.0,66.13333333333334,2.4714124742848593,1.371606627291349,4.086706060372128
2020-02-03,WW_109,41.82283333,-87.84156667,POINT (-87.84156667 41.82283333),11.17,7.8,4.32,0.3,1.0,0.797,992.0,19.0,4.0,3.0,0.005,1100.0,8.1,433.883,0.285,73.305,227.3,0.002,0.04558,0.00313,0.05084,0.04414,0.00297,0.01668,0.5,92.64,37.0,384.0,0.1023,9.5,6.5,0.05,5,500,200,1500,12.138807387334626,20.778552270691375,1793.74290485,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.48795251504097,0.4959841716803233,15.452923147864036,2020,2,35.72916666666667,86.77659999999999,550.0,66.13333333333334,2.4714124742848593,1.371606627291349,4.086706060372128
2020-02-03,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),11.78,8.0,2.923,0.3,1.0,0.361,902.0,13.0,4.0,2.9,0.005,820.0,5.3,333.009,0.26,61.556,244.2,0.00111,0.04461,0.00226,0.04365,0.03524,0.00217,0.01286,0.5,90.88,38.89,387.0,0.08869,9.5,6.5,0.05,5,500,200,1500,8.407577998275155,20.86595744159016,1900.0162265500003,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4116486236199632,0.47054954120665443,12.117758944759814,2020,2,29.375,66.6018,410.0,60.13333333333333,3.5682095374142957,1.2460487410070449,3.2397618051805677
2020-02-03,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),11.28,8.0,3.062,0.3,1.0,0.324,960.0,8.0,4.0,2.8,0.005,680.0,5.8,341.774,0.263,62.946,251.9,0.00115,0.04318,0.00219,0.04028,0.03779,0.00215,0.01304,0.5,87.71,37.46,373.0,0.08496,9.5,6.5,0.05,5,500,200,1500,8.407577998275155,20.455343016706067,1841.5925333,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4097009523378612,0.46990031744595373,13.089296453503723,2020,2,34.583333333333336,68.3548,340.0,64.0,3.5682095374142957,1.285727644778215,3.4180199399052373
2020-02-03,WW_91,41.59656667,-88.06853333,POINT (-88.06853333 41.59656667),11.95,8.0,3.004,0.3,1.0,0.303,924.0,7.0,4.0,2.8,0.005,120.0,5.5,353.715,0.258,62.007,252.5,0.00116,0.04403,0.00233,0.04446,0.03513,0.00197,0.01154,0.5,88.26,38.11,377.0,0.08443,9.5,6.5,0.05,5,500,200,1500,8.407577998275155,20.573375226864304,1844.6046092500003,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4102603044958248,0.47008676816527495,9.153389325252787,2020,2,27.604166666666675,70.743,60.0,61.6,3.5682095374142957,1.2540479972537941,3.361533397946538
2020-02-03,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),8.47,7.4,4.77,0.3,1.0,0.543,862.0,4.0,4.0,3.4,0.006,130.0,1.8,281.213,0.44,90.999,186.8,0.00163,0.02976,0.00211,0.04021,0.02341,0.00306,0.01973,1.02,74.07,27.79,299.0,0.14832,9.5,6.5,0.05,5,500,200,1500,22.97162836819467,18.15532642327144,1634.01202835,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.561952816720582,0.5206509389068606,20.99323551467515,2020,2,63.85416666666666,56.2426,65.0,57.46666666666667,1.3059587905198942,2.4235311981833023,5.569053251822716
2020-02-10,WW_112,42.04098056,-87.70971944,POINT (-87.70971944 42.04098056),15.67,8.1,0.54,0.3,1.0,0.15,,6.0,4.0,1.9,0.005,10.0,49.5,353.726,0.208,76.163,171.6,0.002,0.03251,0.00192,0.02826,0.01022,0.0013,0.01136,0.855,68.21,24.4,271.0,0.06323,9.5,6.5,0.05,5,500,200,1500,6.948317540274035,17.21752246133941,1465.0929916999999,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.3446595831128725,0.4482198610376242,-1.8389243093906018,2020,2,-11.145833333333337,70.7452,5.0,,4.317591967568141,1.2080716053488394,5.198509612118569
2020-02-10,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),9.95,7.3,6.447,2.057,2.855,1.487,,8.0,6.0,2.5,0.012,16000.0,1.0,851.405,0.456,55.899,158.2,0.002,0.03692,0.00407,0.04118,0.01769,0.00396,0.0296,0.962,70.99,24.54,278.0,0.14472,9.5,6.5,0.05,5,500,200,1500,26.213894625012077,17.456002106099298,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.571253369206614,0.5237511230688713,79.31224421084528,2020,2,48.43750000000001,170.281,8000.0,,7.846983553665873,2.6122819946307705,
2020-02-10,WW_96,41.97428333,-87.70614444,POINT (-87.70614444 41.97428333),13.31,8.1,2.45,0.3,1.0,0.232,,7.0,4.0,2.0,0.006,1200.0,2.9,683.119,0.219,56.165,252.6,0.002,0.04963,0.00283,0.3012,0.06445,0.00162,0.0115,1.483,87.22,36.89,370.0,0.0724,9.5,6.5,0.05,5,500,200,1500,6.948317540274035,20.366435806710758,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.3623604663401363,0.4541201554467121,9.039168868244037,2020,2,13.437499999999991,136.62380000000002,600.0,,4.317591967568141,1.0752986044216892,
2020-02-10,WW_73,41.93235833,-87.68288333,POINT (-87.68288333 41.93235833),8.81,7.4,7.855,1.942,3.117,1.257,,5.0,4.0,3.2,0.005,8600.0,1.0,310.896,0.482,57.046,196.0,0.002,0.03649,0.00266,0.04034,0.01805,0.00361,0.02234,0.879,76.33,29.21,311.0,0.13038,9.5,6.5,0.05,5,500,200,1500,22.97162836819467,18.544792425229527,1648.8631432,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.564793566853937,0.521597855617979,53.511441182319054,2020,2,60.31249999999999,62.1792,4300.0,,8.453906570632114,2.5991124028126418,3.45971709266841
2020-02-10,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),8.79,7.5,5.58,0.392,1.0,0.682,,8.0,4.0,3.6,0.005,140.0,1.2,284.978,0.496,90.167,190.6,0.00145,0.03016,0.00225,0.17296,0.02497,0.00338,0.02153,1.837,73.85,27.35,297.0,0.16974,9.5,6.5,0.05,5,500,200,1500,19.89020436226586,18.089720281572927,1623.2859851,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5451841516035996,0.5150613838678665,19.81271625865987,2020,2,60.520833333333336,56.995599999999996,70.0,,1.9708193684710038,2.7418887206633586,5.554597330823713
2020-02-10,WW_37,41.96484722,-87.69722778,POINT (-87.69722778 41.96484722),9.75,7.4,4.645,4.335,5.312,1.375,,4.0,4.0,2.5,0.01,21000.0,1.0,771.731,0.433,58.993,205.2,0.002,0.03974,0.0032,0.0461,0.03059,0.00345,0.02302,1.053,77.65,29.03,313.0,0.12997,9.5,6.5,0.05,5,500,200,1500,22.97162836819467,18.609025816955977,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5667367401020202,0.5222455800340068,100.05085693984071,2020,2,50.52083333333333,154.3462,10500.0,,18.87110452301247,2.326827875134998,
2020-02-18,WW_100,41.88750278,-87.63414167,POINT (-87.63414167 41.88750278),10.66,6.9,4.908,0.341,1.0,0.602,846.0,4.0,4.0,2.2,0.005,680.0,2.7,380.559,0.329,44.978,156.0,0.002,0.03059,0.00358,0.02036,0.01241,0.00248,0.01309,0.507,60.62,21.97,242.0,0.07725,9.5,6.5,0.05,5,500,200,1500,39.15835902948058,16.19783725432792,1335.85499905,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5897681177559673,0.5299227059186558,16.29243866993332,2020,2,41.041666666666664,76.1118,340.0,56.4,0.8708230080409558,2.0311353598277084,3.3669821973182965
