Collect_dt,Sampling,Lat,Lon,geometry,DO  ,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,TDS,SS  ,VSS ,TOC ,CN   ,FEC_COL,Chlorophyll-A,Cl,F    ,SO4   ,ALK,As sol,Ba tot,Cu sol,Fe sol,Mn sol,Ni sol,Zn sol,Hg LL,Ca tot,Mg tot,Hardness,B tot,sn_ph_upper,sn_ph_lower,sn_P,sn_DO,sn_CL,sn_FEC,sn_TDS,sn_NH3,sn_F,sn_SO4,vo_ph,vo_DO,vo_NH3_N,vo_Tot P,vo_TDS,vo_FEC_COL,vo_Cl,vo_F,vo_SO4,vo_As sol,vo_Ba tot,vo_Cu sol,vo_Fe sol,vo_Mn sol,vo_Ni sol,vo_Zn sol,vo_Hg LL,vo_Ca tot,vo_Mg tot,vo_Hardness,vo_B tot,vo_CN,Q_pH,sn_ph_eff,k_const,Wn_ph,WQI,year,month
2015-01-20,WW_75,41.819575,-87.74331389,POINT (-87.74331389 41.819575),9.8,7.18,5.967,0.9,1.71,1.04,830.0,4.0,4.0,3.2,0.005,300.0,9.1,365.0,0.53,51.23,149.0,0.02,0.03,0.005,0.1,0.0228,0.005,0.0228,,62.83,,,0.108,9.5,6.5,0.05,5,500,200,1500,30.206443819038782,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.741840074501959,0.5806133581673197,19.215155243496074,2015,1
2015-01-20,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),8.9,7.08,5.898,1.58,2.85,0.63,936.0,4.0,4.0,4.0,0.005,1100.0,2.9,399.0,0.64,83.79,163.0,0.02,0.0284,0.005,0.1,0.0292,0.005,0.0233,,74.17,,,0.177,9.5,6.5,0.05,5,500,200,1500,33.5168701036807,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7518174887075793,0.5839391629025265,26.219184155975604,2015,1
2015-01-20,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),7.9,7.14,5.673,1.4,2.76,0.92,900.0,7.0,4.0,4.0,0.005,30.0,3.2,359.0,0.63,96.38,171.0,0.02,0.0235,0.005,0.1,0.0298,0.005,0.0253,,69.36,,,0.17,9.5,6.5,0.05,5,500,200,1500,31.53803582631566,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7460912806010398,0.5820304268670132,25.06983153372991,2015,1
2015-01-20,WW_48,41.67955,-87.99958889,POINT (-87.99958889 41.67955),8.4,7.01,6.026,1.45,2.65,1.1,880.0,11.0,4.0,4.0,0.005,180.0,2.0,341.0,0.64,106.88,168.0,0.02,0.027,0.005,0.1,0.0424,0.0058,0.0269,,75.31,,,0.18,9.5,6.5,0.05,5,500,200,1500,35.77586433364771,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7576181152854486,0.5858727050951495,24.0010957762472,2015,1
2015-01-26,WW_86,41.63131944,-87.5391,POINT (-87.5391 41.63131944),8.7,7.07,7.021,0.2,1.0,0.3,666.0,6.0,4.0,4.4,0.005,1600.0,1.2,149.0,0.6,147.21,181.0,0.02,0.0209,0.0135,0.1,0.0331,0.005,0.0192,,69.9181,,,0.168,9.5,6.5,0.05,5,500,200,1500,33.84342222768278,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7527014058918855,0.5842338019639618,28.741372825155846,2015,1
2015-01-26,WW_76,41.65751389,-87.64114722,POINT (-87.64114722 41.65751389),9.0,7.2,8.147,0.97,1.53,2.71,700.0,4.0,4.0,4.7,0.005,1600.0,0.8,219.0,0.66,106.04,184.0,0.02,0.0203,0.005,0.166,0.0268,0.005,0.0279,,71.6236,,,0.183,9.5,6.5,0.05,5,500,200,1500,29.539023663053808,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.739573580032933,0.5798578600109777,27.653210901148732,2015,1
2015-01-26,WW_57,41.65167778,-87.66059167,POINT (-87.66059167 41.65167778),11.0,7.86,4.128,0.24,1.0,0.38,1570.0,17.0,5.0,4.0,0.009,480.0,2.4,495.0,0.76,338.2,247.0,0.02,0.0409,0.005,0.1,0.142,0.0055,0.0184,2.25,96.3835,,,0.189,9.5,6.5,0.05,5,500,200,1500,10.899199280978657,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5804033543059004,0.5268011181019668,14.491999522140018,2015,1
2015-01-26,WW_59,41.65534167,-87.73824167,POINT (-87.73824167 41.65534167),9.1,6.91,5.862,1.14,2.57,3.74,816.0,5.0,4.0,4.7,0.005,620.0,1.0,244.0,0.61,147.44,194.0,0.02,0.0233,0.005,0.1,0.0587,0.005,0.0235,,77.0277,,,0.186,9.5,6.5,0.05,5,500,200,1500,38.86117865057156,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7645005106824736,0.5881668368941578,23.322615691042287,2015,1
2015-01-26,WW_43,41.69633889,-87.93630833,POINT (-87.93630833 41.69633889),8.4,7.26,6.751,1.04,2.17,2.0,896.0,5.0,4.0,4.4,0.005,70.0,0.4,310.0,0.58,141.6,193.0,0.02,0.0252,0.005,0.1,0.0586,0.005,0.026,,75.5096,,,0.181,9.5,6.5,0.05,5,500,200,1500,27.538741297361938,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7321641817506563,0.5773880605835521,23.198221680339735,2015,1
2015-01-26,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),7.2,7.29,6.452,1.05,1.85,1.05,952.0,13.0,4.0,4.1,0.005,30.0,4.2,374.0,0.69,122.5,174.0,0.02,0.0248,0.005,0.1,0.0422,0.0058,0.0255,,67.4852,,,0.18,9.5,6.5,0.05,5,500,200,1500,26.544065260015866,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7280910747993723,0.5760303582664574,27.36017676159105,2015,1
2015-02-03,WW_91,41.59656667,-88.06853333,POINT (-88.06853333 41.59656667),14.2,8.05,6.964,0.1,1.0,97.2,4.0,233.0,464.0,0.005,,0.02,0.0433,3.6,5.0,1128.0,0.43,0.183,0.001,0.02,41.8703,0.2,0.005,0.0169,1.94,6.0,,,94.3262,9.5,6.5,0.05,5,500,200,1500,7.646462803018743,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4885838483166063,0.49619461610553545,1.4975654990889453,2015,2
2015-02-03,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),7.2,7.72,5.65,0.83,1.93,122.5,4.0,179.0,403.0,0.005,,0.02,0.0224,4.0,5.0,1018.0,0.72,0.203,0.001,0.02,27.6441,0.2,0.0052,0.0253,,6.0,,,70.4843,9.5,6.5,0.05,5,500,200,1500,13.956815834204253,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.6322544433007862,0.5440848144335954,25.862399855351228,2015,2
2015-02-09,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),9.8,7.15,5.914,0.94,2.16,65.4,4.0,158.0,777.0,0.005,5.0,0.02,0.0355,3.4,5.0,1540.0,0.52,0.16,0.001,0.02,25.131,0.2,0.005,0.0285,,6.0,,,72.2382,9.5,6.5,0.05,5,500,200,1500,31.205763401760283,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7450625473244283,0.5816875157748095,17.621845551743498,2015,2
2015-02-09,WW_73,41.93235833,-87.68288333,POINT (-87.68288333 41.93235833),7.9,7.07,6.43,0.52,1.38,69.99,4.0,155.0,1055.0,0.005,5.0,0.02,0.0399,2.5,5.0,1996.0,0.5,0.119,0.001,0.02,27.6939,0.2,0.005,0.0197,,6.0,,,79.06,9.5,6.5,0.05,5,500,200,1500,33.84342222768278,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7527014058918855,0.5842338019639618,24.54651483585844,2015,2
2015-02-09,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),7.9,6.93,5.251,1.0,1.85,122.68,4.0,185.0,794.0,0.007,,0.02,0.0247,3.3,5.0,1666.0,0.7,0.195,0.001,0.02,28.654,0.2,0.0054,0.0249,,6.0,,,73.37,9.5,6.5,0.05,5,500,200,1500,38.26015305381306,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7632428478799964,0.5877476159599988,24.73511383258624,2015,2
2015-02-17,WW_100,41.88750278,-87.63414167,POINT (-87.63414167 41.88750278),11.4,6.25,3.816,0.85,1.46,50.66,4.0,155.0,352.0,0.005,,0.02,0.029,2.8,5.0,780.0,0.37,0.089,0.001,0.02,21.943,0.2,0.005,0.0185,6.457,6.0,,,58.2055,9.5,6.5,0.05,5,500,200,1500,52.59818506101533,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333333334,3.0,1.785675820832854,0.5952252736109513,16.92198583975925,2015,2
2015-02-17,WW_75,41.819575,-87.74331389,POINT (-87.74331389 41.819575),9.0,6.94,5.628,1.1,1.75,71.66,4.0,171.0,729.0,0.005,5.0,0.02,0.0362,3.2,5.0,1458.0,0.51,0.134,0.001,0.02,28.573,0.2,0.005,0.0249,,6.0,,,77.3333,9.5,6.5,0.05,5,500,200,1500,37.956419487159884,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7625928304842289,0.587530943494743,20.70081866372285,2015,2
2015-02-17,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),9.7,7.34,5.088,1.08,1.84,97.88,4.0,168.0,483.0,0.005,5.0,0.02,0.0245,3.9,5.0,1104.0,0.66,0.161,0.001,0.02,26.0318,0.2,0.005,0.0232,,6.0,,,69.8605,9.5,6.5,0.05,5,500,200,1500,24.902402635775577,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7207061079349775,0.5735687026449925,17.868290992377393,2015,2
2015-02-17,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),7.9,7.05,5.269,1.18,1.87,132.98,4.0,190.0,634.0,0.005,5.0,0.02,0.0302,3.7,5.0,1430.0,0.72,0.186,0.001,0.02,30.6213,0.2,0.005,0.0269,,6.0,,,80.1354,9.5,6.5,0.05,5,500,200,1500,34.49300030518024,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.754412467926384,0.5848041559754613,24.66567118756141,2015,2
2015-02-17,WW_48,41.67955,-87.99958889,POINT (-87.99958889 41.67955),7.6,6.9,5.475,1.07,2.15,111.02,4.0,188.0,546.0,0.005,5.0,0.02,0.028,4.0,5.0,1262.0,0.64,0.181,0.001,0.02,30.5563,0.2,0.005,0.0278,,6.0,,,78.6245,9.5,6.5,0.05,5,500,200,1500,39.15835902948058,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.765108747822373,0.5883695826074576,25.867565844419854,2015,2
2015-02-23,WW_86,41.63131944,-87.5391,POINT (-87.5391 41.63131944),9.5,7.62,8.364,0.2,1.0,158.45,4.0,188.0,139.0,0.005,5.0,0.02,0.0192,4.5,5.0,626.0,0.47,0.175,0.001,0.02,37.12,0.2,0.005,0.0175,,6.0,,,69.94,9.5,6.5,0.05,5,500,200,1500,16.491568726758107,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.66213169186843,0.5540438972894767,17.785747880023063,2015,2
2015-02-23,WW_43,41.69633889,-87.93630833,POINT (-87.93630833 41.69633889),6.2,7.36,10.722,0.45,1.15,178.95,4.0,151.0,205.0,0.005,5.0,0.02,0.0272,4.4,5.0,956.0,0.66,0.208,0.001,0.02,38.33,0.2,0.005,0.0225,,6.0,,,91.33,9.5,6.5,0.05,5,500,200,1500,24.253319097681704,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7175299712215069,0.572509990407169,30.19158224437463,2015,2
2015-02-23,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),8.3,7.86,7.555,0.81,2.03,142.06,4.0,191.0,454.0,0.005,,0.02,0.0282,4.0,5.0,1122.0,0.74,0.205,0.001,0.02,31.48,0.2,0.0055,0.0257,,6.0,,,79.91,9.5,6.5,0.05,5,500,200,1500,10.899199280978657,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5804033543059004,0.5268011181019668,21.823298016357473,2015,2
2015-03-02,WW_91,41.59656667,-88.06853333,POINT (-88.06853333 41.59656667),12.5,,11.401,0.1,1.22,106.0,4.0,4.0,218.0,5.0,0.005,0.3,0.02,0.56,4.7,,340.0,0.0402,0.208,0.1,0.02,0.0353,0.005,0.0285,2.248,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.0,1.8484288354898335,0.6161429451632778,8.089005134524545,2015,3
2015-03-02,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),8.0,7.3,8.085,1.12,2.06,133.76,5.0,4.0,179.0,5.0,0.005,5.1,0.02,0.72,5.1,,266.0,0.0202,0.183,0.1,0.02,0.0596,0.0069,0.0369,,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,26.213894625012077,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7266752264317904,0.5755584088105968,24.046107344577436,2015,3
2015-03-09,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),8.9,7.36,6.467,2.84,3.78,68.7,11.0,9.0,150.0,5.0,0.005,,0.02,0.61,5.3,,498.0,0.0276,0.143,0.1,0.02,0.0168,0.005,0.0334,,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,24.253319097681704,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7175299712215069,0.572509990407169,21.226167281225848,2015,3
2015-03-09,WW_73,41.93235833,-87.68288333,POINT (-87.68288333 41.93235833),7.0,6.95,8.753,1.27,2.59,72.36,8.0,4.0,145.0,5.0,0.005,,0.02,0.59,6.1,,563.0,0.0296,0.117,0.1,0.02,0.0271,0.005,0.0256,,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,37.65061642968702,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7619282849845654,0.5873094283281884,28.056091279948898,2015,3
2015-03-09,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),5.3,6.92,7.129,1.89,2.85,139.62,5.0,4.0,175.0,5.0,0.005,,0.02,0.73,4.5,,531.0,0.0231,0.174,0.1,0.02,0.0396,0.0063,0.0305,,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,38.561758378475325,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7638786417038086,0.5879595472346029,34.400246023777406,2015,3
2015-03-16,WW_100,41.88750278,-87.63414167,POINT (-87.63414167 41.88750278),9.0,7.09,4.002,1.56,2.06,52.21,6.0,4.0,182.0,5.0,0.005,5.6,0.02,0.38,3.7,,406.0,0.0324,0.086,0.1,0.02,0.0358,0.005,0.0188,0.5,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,33.18925008234295,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7509141237452912,0.5836380412484304,20.70054467759592,2015,3
2015-03-16,WW_108,41.8459,-87.66064167,POINT (-87.66064167 41.8459),9.3,7.13,4.227,2.03,2.19,58.34,11.0,4.0,206.0,5.0,0.005,6.1,0.02,0.4,4.3,,443.0,0.0379,0.093,0.1,0.02,0.0464,0.005,0.0177,,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,31.86974603391794,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7470980495530708,0.5823660165176903,19.667836642754047,2015,3
2015-03-16,WW_99,41.83855,-87.66398333,POINT (-87.66398333 41.83855),7.7,7.66,5.048,2.1,2.79,56.29,7.0,4.0,168.0,5.0,0.005,7.9,0.02,0.48,6.0,,506.0,0.0311,0.103,0.1,0.02,0.0554,0.005,0.0216,,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,15.443440417915966,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.6508394881613284,0.5502798293871095,25.21782254090569,2015,3
2015-03-16,WW_75,41.819575,-87.74331389,POINT (-87.74331389 41.819575),8.1,7.25,4.635,1.48,2.1,60.48,12.0,4.0,194.0,5.0,0.005,7.6,0.02,0.39,4.2,,477.0,0.0379,0.093,0.1,0.02,0.0444,0.005,0.0177,,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,27.871400983153563,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7334655540471184,0.5778218513490395,23.83840604424354,2015,3
2015-03-16,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),8.8,7.14,6.566,1.34,2.72,90.2,8.0,4.0,186.0,5.0,0.005,4.1,0.02,0.56,6.6,,433.0,0.0316,0.129,0.1,0.02,0.0358,0.005,0.025,,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,31.53803582631566,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7460912806010398,0.5820304268670132,21.35274764696029,2015,3
2015-03-16,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),7.1,6.92,5.118,2.31,2.72,87.8,20.0,4.0,170.0,5.0,0.005,5.4,0.02,0.5,4.9,,386.0,0.027,0.145,0.1,0.02,0.0471,0.005,0.0233,,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,38.561758378475325,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7638786417038086,0.5879595472346029,27.8603471913486,2015,3
2015-03-16,WW_48,41.67955,-87.99958889,POINT (-87.99958889 41.67955),6.9,7.2,4.835,1.69,2.5,73.24,22.0,5.0,176.0,5.0,0.005,6.3,0.02,0.46,4.9,,404.0,0.0285,0.152,0.1,0.02,0.0536,0.005,0.0243,,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,29.539023663053808,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.739573580032933,0.5798578600109777,28.272006895942866,2015,3
2015-03-23,WW_86,41.63131944,-87.5391,POINT (-87.5391 41.63131944),7.9,7.6,8.89,0.4,1.7,186.8,8.0,4.0,199.0,5.0,0.005,26.1,0.02,0.59,5.8,,178.0,0.0185,0.227,0.1,0.02,0.0278,0.005,0.021,,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,17.03220135900219,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.667466170331176,0.5558220567770586,23.61475650930201,2015,3
2015-03-23,WW_56,41.65033056,-87.61712222,POINT (-87.61712222 41.65033056),10.0,7.85,4.987,0.39,1.34,140.85,10.0,4.0,185.0,5.0,0.005,10.6,0.02,0.45,4.8,,176.0,0.0209,0.197,0.1,0.02,0.0524,0.005,0.0209,,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,11.098475617565278,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5845287524808749,0.5281762508269583,15.729739702531736,2015,3
2015-03-23,WW_76,41.65751389,-87.64114722,POINT (-87.64114722 41.65751389),6.5,7.35,7.27,1.66,4.02,135.76,28.0,10.0,203.0,5.0,0.005,4.6,0.02,0.62,5.5,,228.0,0.0246,0.231,0.1,0.02,0.0482,0.005,0.0261,,0.005,,,0.001,9.5,6.5,0.05,5,500,200,1500,24.577238692172077,,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.7191344985996198,0.57304483286654,29.50517598014364,2015,3
