Collect_dt,Sampling,Lat,Lon,geometry,DO  ,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,TDS,SS  ,VSS ,TOC ,CN   ,FEC_COL,Chlorophyll-A,Cl,F    ,SO4   ,ALK,As sol,Ba tot,Cu sol,Fe sol,Mn sol,Ni sol,Zn sol,Hg LL,Ca tot,Mg tot,Hardness,B tot,sn_AS,sn_B,sn_CN,sn_BA,sn_FE,sn_HG,sn_MN,sn_CU,sn_NI,sn_ZN,vo_NH3_N,vo_Tot P,vo_TDS,vo_FEC_COL,vo_Cl,vo_F,vo_SO4,vo_As sol,vo_Ba tot,vo_Cu sol,vo_Fe sol,vo_Mn sol,vo_Ni sol,vo_Zn sol,vo_Hg LL,vo_Ca tot,vo_Mg tot,vo_Hardness,vo_B tot,vo_CN,HPI,year,month,HPI_Q_As_sol,HPI_Q_B_tot,HPI_Q_Ba_tot,HPI_Q_Fe_sol,HPI_Q_Hg_LL,HPI_Q_Mn_sol,HPI_Q_Cu_sol,HPI_Q_Ni_sol,HPI_Q_Zn_sol
2020-01-13,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),9.71,7.5,4.132,0.3,1.0,0.69,474.0,40.0,7.0,3.7,0.005,5700.0,3.8,148.34,0.243,57.114,125.0,0.00124,0.02599,0.00158,0.13761,0.02202,0.00248,0.01191,1.1281000000000001e-05,49.14,18.37,198.0,0.09785,0.36,40.1,0.022,5,1,1.2e-05,6.963726489631267,0.027025563160245826,0.14681479658795543,0.21315147136864504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.95220008892497,2020,1,0.34444444444444444,0.2440149625935162,0.5197999999999999,13.761000000000001,94.00833333333334,0.3162100067081464,5.846316654463486,1.689203035141117,5.58757578520379
2020-01-13,WW_37,41.96484722,-87.69722778,POINT (-87.69722778 41.96484722),11.21,7.5,3.643,0.33,1.13,0.416,1040.0,19.0,6.0,2.6,0.007,8600.0,4.7,476.092,0.219,51.539,200.0,0.002,0.03863,0.00297,0.06436,0.0131,0.00174,0.01456,5.841999999999999e-06,69.66,26.85,285.0,0.0886,0.36,40.1,0.022,5,1,1.2e-05,9.140174025982628,0.03809005830205956,0.19979739814584707,0.2902110664204297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.66348006617632,2020,1,0.5555555555555556,0.22094763092269323,0.7726,6.436,48.68333333333332,0.1433233105054766,7.797310196921934,0.8708822117542511,5.017038178312222
2020-01-21,WW_100,41.88750278,-87.63414167,POINT (-87.63414167 41.88750278),11.11,7.4,2.549,0.394,1.0,0.308,892.0,9.0,4.0,1.6,0.008,22000.0,1.5,439.665,0.17,39.404,141.0,0.002,0.02996,0.00276,0.02621,0.01247,0.00139,0.01146,1.422e-06,50.98,18.42,203.0,0.05114,0.36,40.1,0.022,5,1,1.2e-05,7.094619351815258,0.027668115325847936,0.1499452542181302,0.21770345032291955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.847413886942377,2020,1,0.5555555555555556,0.12753117206982542,0.5992,2.621,11.849999999999998,0.1757670056929746,9.97538129177006,0.9270049974225406,5.264041512893517
2020-01-21,WW_108,41.8459,-87.66064167,POINT (-87.66064167 41.8459),10.1,7.5,5.235,0.788,1.257,0.652,868.0,5.0,4.0,2.5,0.006,8800.0,2.3,364.01,0.343,54.468,189.0,0.002,0.03127,0.00339,0.03343,0.01403,0.00233,0.01882,1.461e-06,63.83,24.71,261.0,0.08488,0.36,40.1,0.022,5,1,1.2e-05,8.559083721709664,0.03506028937823364,0.18546798173073129,0.2693663993489103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.172664445240517,2020,1,0.5555555555555556,0.21167082294264336,0.6254,3.343,12.174999999999999,0.16391941539739407,9.669058813030224,1.2562815307834498,6.9867659980940875
2020-01-21,WW_99,41.83855,-87.66398333,POINT (-87.66398333 41.83855),13.23,7.8,4.732,0.3,1.0,0.535,714.0,11.0,8.0,3.5,0.005,140.0,71.8,294.21,0.267,52.672,195.0,0.002,0.03125,0.00262,0.0374,0.01188,0.00243,0.01652,,64.95,25.54,267.0,0.08827,0.36,40.1,0.022,5,1,1.2e-05,8.705581116686133,0.03581918670867867,0.18906868511273847,0.274604032800089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002858692213602857,2020,1,0.5555555555555556,0.22012468827930173,0.625,3.74,,0.1364641813196066,7.314515601118318,1.2852472097909984,6.015934956070552
2020-01-21,WW_75,41.819575,-87.74331389,POINT (-87.74331389 41.819575),9.59,7.7,5.511,0.331,1.0,0.513,740.0,6.0,4.0,3.0,0.005,360.0,24.4,270.138,0.278,54.232,208.0,0.002,0.03136,0.00265,0.03448,0.01526,0.00225,0.01851,1.16e-06,70.09,27.76,289.0,0.09179,0.36,40.1,0.022,5,1,1.2e-05,9.235793771116908,0.03859355258409257,0.20216717931274544,0.29365855765003374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.664736514533523,2020,1,0.5555555555555556,0.22890274314214465,0.6272,3.4479999999999995,9.666666666666666,0.16522672959331972,6.866431884511904,1.1129402940916189,6.303238750514878
2020-01-21,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),10.0,7.3,5.14,0.3,1.0,0.311,804.0,6.0,4.0,3.1,0.007,3300.0,1.0,325.763,0.333,69.996,179.0,0.002,0.0274,0.0016,0.03697,0.01069,0.00364,0.01971,8.489999999999999e-07,61.18,23.02,248.0,0.16406,0.36,40.1,0.022,5,1,1.2e-05,8.238703581337987,0.03341251632706736,0.17762218114339395,0.25795433359320635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.073580763589691,2020,1,0.5555555555555556,0.40912718204488785,0.548,3.697,7.074999999999999,0.12975342412141883,4.788624670880731,2.0492936054317656,7.640887332826376
2020-01-21,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),9.77,7.3,3.883,0.774,1.378,0.78,1416.0,9.0,4.0,2.1,0.013,11000.0,2.7,707.813,0.305,81.515,174.0,0.00138,0.03014,0.00238,0.04446,0.02596,0.00314,0.01601,1.449e-06,67.06,23.77,265.0,0.12046,0.36,40.1,0.022,5,1,1.2e-05,8.65684221246613,0.03556633155499932,0.18786984892148126,0.2728601717588967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.071719147815276,2020,1,0.3833333333333333,0.30039900249376555,0.6028,4.446,12.075,0.299878400955683,6.691721906487879,1.671369843551819,5.867474134021536
2020-01-27,WW_86,41.63131944,-87.5391,POINT (-87.5391 41.63131944),8.83,7.5,4.026,0.3,1.0,0.257,504.0,9.0,4.0,3.9,0.005,5000.0,2.1,120.397,0.471,89.127,,0.00145,0.02833,0.00119,0.03359,0.02747,0.00125,0.01872,8.07e-06,62.06,19.44,235.0,0.13956,0.36,40.1,0.022,5,1,1.2e-05,7.91403889636308,0.03175974085620863,0.16971275683781128,0.24645050868210838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.21514115150006,2020,1,0.4027777777777778,0.3480299251870324,0.5666,3.359,67.25,0.34710468775461695,3.746881957846233,0.7365386216632981,7.595845551346196
2020-01-27,WW_56,41.65033056,-87.61712222,POINT (-87.61712222 41.65033056),10.37,7.9,2.906,0.323,1.0,0.153,516.0,8.0,4.0,3.5,0.005,660.0,2.3,145.801,0.389,88.971,,0.00119,0.03005,0.00185,0.02442,0.0261,0.00151,0.01595,8.005e-06,57.93,20.19,228.0,0.1316,0.36,40.1,0.022,5,1,1.2e-05,7.737341363916446,0.03086761132757008,0.16542607187917036,0.24021610182300818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67371059691385,2020,1,0.3305555555555556,0.3281795511221945,0.601,2.442,66.70833333333333,0.3373251711720891,5.993337094884411,0.9127944482070071,6.6398546471093765
2020-01-27,WW_76,41.65751389,-87.64114722,POINT (-87.64114722 41.65751389),9.23,7.4,5.004,0.3,1.0,0.476,680.0,4.0,4.0,3.3,0.006,1300.0,1.0,232.444,0.379,79.518,,0.00173,0.0288,0.00212,0.03334,0.01414,0.00201,0.01602,1.997e-06,65.57,22.19,255.0,0.16491,0.36,40.1,0.022,5,1,1.2e-05,8.411730700434715,0.03430038291211223,0.18185450722635566,0.26411034594045324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.63573888255183,2020,1,0.4805555555555555,0.4112468827930174,0.576,3.334,16.641666666666666,0.16809858165418026,6.180689018638858,1.1052791765552108,6.065646517161389
2020-01-27,WW_57,41.65167778,-87.66059167,POINT (-87.66059167 41.65167778),11.6,7.8,1.755,0.3,1.0,0.268,1036.0,18.0,4.0,3.4,0.006,760.0,3.3,413.063,0.226,130.284,,0.002,0.03921,0.00266,0.10955,0.0619,0.00207,0.00808,2.959e-06,72.15,27.64,294.0,0.09914,0.36,40.1,0.022,5,1,1.2e-05,9.35484851539156,0.03922235489824863,0.20512231925686022,0.2979576993437173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.64953740599411,2020,1,0.5555555555555556,0.24723192019950127,0.7842,10.955,24.65833333333333,0.6616889615920103,6.78184674760254,1.0091539562829752,2.711794331140641
2020-01-27,WW_59,41.65534167,-87.73824167,POINT (-87.73824167 41.65534167),9.58,7.6,3.601,0.3,1.0,0.523,816.0,11.0,4.0,3.0,0.007,1000.0,1.9,325.304,0.326,89.275,,0.00143,0.03081,0.00169,0.05761,0.03027,0.00204,0.01524,2.597e-06,64.51,22.53,254.0,0.13221,0.36,40.1,0.022,5,1,1.2e-05,8.387086919968024,0.03417363197665753,0.18125099569820047,0.263232511431193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.632741399615625,2020,1,0.39722222222222225,0.3297007481296758,0.6162,5.761,21.641666666666662,0.36091196250670793,4.945333294261386,1.1255110583760806,5.7895584087012075
2020-01-27,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),9.03,7.1,4.032,0.679,1.0,0.554,1040.0,8.0,4.0,2.6,0.009,450.0,3.8,493.307,0.309,84.0,,0.0012,0.02999,0.00174,0.04242,0.02527,0.00281,0.02072,2.841e-06,58.88,20.72,232.0,0.13369,0.36,40.1,0.022,5,1,1.2e-05,7.838476957327449,0.03137759041475039,0.16787804845563842,0.24378214206474305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.66464322111605,2020,1,0.3333333333333333,0.3333915211970075,0.5998,4.242,23.675,0.32238405671879244,5.545358891491036,1.6738340872139335,8.499392049191707
2020-02-03,WW_109,41.82281111,-87.84154444,POINT (-87.84154444 41.82281111),11.17,7.8,4.32,0.3,1.0,0.797,992.0,19.0,4.0,3.0,0.005,1100.0,8.1,433.883,0.285,73.305,227.3,0.002,0.04558,0.00313,0.05084,0.04414,0.00297,0.01668,5e-07,92.64,37.0,384.0,0.1023,0.36,40.1,0.022,5,1,1.2e-05,11.419364428558719,0.05044448469018704,0.257119664414739,0.37361797787982237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166898128385589,2020,2,0.5555555555555556,0.2551122194513716,0.9116,5.0840000000000005,4.166666666666666,0.3865363985548106,6.204840864612655,1.155104183400509,4.464453261766026
2020-02-03,WW_109,41.82283333,-87.84156667,POINT (-87.84156667 41.82283333),11.17,7.8,4.32,0.3,1.0,0.797,992.0,19.0,4.0,3.0,0.005,1100.0,8.1,433.883,0.285,73.305,227.3,0.002,0.04558,0.00313,0.05084,0.04414,0.00297,0.01668,5e-07,92.64,37.0,384.0,0.1023,0.36,40.1,0.022,5,1,1.2e-05,11.419364428558719,0.05044448469018704,0.257119664414739,0.37361797787982237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166898128385589,2020,2,0.5555555555555556,0.2551122194513716,0.9116,5.0840000000000005,4.166666666666666,0.3865363985548106,6.204840864612655,1.155104183400509,4.464453261766026
2020-02-03,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),11.78,8.0,2.923,0.3,1.0,0.361,902.0,13.0,4.0,2.9,0.005,820.0,5.3,333.009,0.26,61.556,244.2,0.00111,0.04461,0.00226,0.04365,0.03524,0.00217,0.01286,5e-07,90.88,38.89,387.0,0.08869,0.36,40.1,0.022,5,1,1.2e-05,11.485914662361195,0.05081571978243158,0.2588180454605974,0.37608968295898426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1664156033957465,2020,2,0.3083333333333334,0.22117206982543638,0.8921999999999999,4.365,4.166666666666666,0.30681056786430627,4.447442660806991,0.8384268554915588,3.419397176444878
2020-02-03,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),11.28,8.0,3.062,0.3,1.0,0.324,960.0,8.0,4.0,2.8,0.005,680.0,5.8,341.774,0.263,62.946,251.9,0.00115,0.04318,0.00219,0.04028,0.03779,0.00215,0.01304,5e-07,87.71,37.46,373.0,0.08496,0.36,40.1,0.022,5,1,1.2e-05,11.174209060021846,0.0490818440991001,0.2508746320247205,0.36452961120280925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166418108394384,2020,2,0.3194444444444444,0.21187032418952614,0.8636000000000001,4.0280000000000005,4.166666666666666,0.3381894843475044,4.461935039723075,0.8570017552783674,3.5772128242128134
2020-02-03,WW_91,41.59656667,-88.06853333,POINT (-88.06853333 41.59656667),11.95,8.0,3.004,0.3,1.0,0.303,924.0,7.0,4.0,2.8,0.005,120.0,5.5,353.715,0.258,62.007,252.5,0.00116,0.04403,0.00233,0.04446,0.03513,0.00197,0.01154,5e-07,88.26,38.11,377.0,0.08443,0.36,40.1,0.022,5,1,1.2e-05,11.263565628793883,0.04957761498599324,0.2531487918430968,0.3678391456420174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166463580654777,2020,2,0.32222222222222224,0.21054862842892771,0.8805999999999999,4.446,4.166666666666666,0.31189057850557195,4.699701671123704,0.7781984601455331,3.137240866482105
2020-02-03,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),8.47,7.4,4.77,0.3,1.0,0.543,862.0,4.0,4.0,3.4,0.006,130.0,1.8,281.213,0.44,90.999,186.8,0.00163,0.02976,0.00211,0.04021,0.02341,0.00306,0.01973,1.02e-06,74.07,27.79,299.0,0.14832,0.36,40.1,0.022,5,1,1.2e-05,9.47339146823256,0.03985053937707547,0.20806972927433942,0.30224569033614374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.498198083862025,2020,2,0.45277777777777783,0.36987531172069826,0.5952,4.021,8.5,0.24711319149537456,5.294784043033064,1.4706608263835426,6.527801927649391
2020-02-10,WW_112,42.04098056,-87.70971944,POINT (-87.70971944 42.04098056),15.67,8.1,0.54,0.3,1.0,0.15,,6.0,4.0,1.9,0.005,10.0,49.5,353.726,0.208,76.163,171.6,0.002,0.03251,0.00192,0.02826,0.01022,0.0013,0.01136,8.55e-07,68.21,24.4,271.0,0.06323,0.36,40.1,0.022,5,1,1.2e-05,8.802782616931601,0.0363245695170192,0.19146222291622209,0.2780857913285298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.123560134724142,2020,2,0.5555555555555556,0.15768079800498752,0.6502,2.826,7.124999999999999,0.11609965217523911,5.285678606873565,0.6789851178991271,4.085070274798516
2020-02-10,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),9.95,7.3,6.447,2.057,2.855,1.487,,8.0,6.0,2.5,0.012,16000.0,1.0,851.405,0.456,55.899,158.2,0.002,0.03692,0.00407,0.04118,0.01769,0.00396,0.0296,9.62e-07,70.99,24.54,278.0,0.14472,0.36,40.1,0.022,5,1,1.2e-05,8.97201635915506,0.03720795635047497,0.19563789176350477,0.2841600854977759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.017016910284248,2020,2,0.5555555555555556,0.36089775561097254,0.7384000000000001,4.118,8.016666666666667,0.19716861062061147,10.938520679994415,2.0241477580360625,10.416663532511388
2020-02-10,WW_96,41.97428333,-87.70614444,POINT (-87.70614444 41.97428333),13.31,8.1,2.45,0.3,1.0,0.232,,7.0,4.0,2.0,0.006,1200.0,2.9,683.119,0.219,56.165,252.6,0.002,0.04963,0.00283,0.3012,0.06445,0.00162,0.0115,1.483e-06,87.22,36.89,370.0,0.0724,0.36,40.1,0.022,5,1,1.2e-05,11.107032305258217,0.04870981439448717,0.24916654793941873,0.36204390453955354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.355628963758306,2020,2,0.5555555555555556,0.1805486284289277,0.9926,30.12,12.358333333333333,0.5802630102146052,5.8099174369268205,0.6501675338833525,3.1764103347149755
2020-02-10,WW_73,41.93235833,-87.68288333,POINT (-87.68288333 41.93235833),8.81,7.4,7.855,1.942,3.117,1.257,,5.0,4.0,3.2,0.005,8600.0,1.0,310.896,0.482,57.046,196.0,0.002,0.03649,0.00266,0.04034,0.01805,0.00361,0.02234,8.79e-07,76.33,29.21,311.0,0.13038,0.36,40.1,0.022,5,1,1.2e-05,9.755869676228563,0.041355725959946785,0.21511285578387743,0.3124926427008869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.324127649356516,2020,2,0.5555555555555556,0.3251371571072319,0.7298,4.034,7.324999999999999,0.18501682165743927,6.431999289714374,1.6781888682780284,7.148968310714278
2020-02-10,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),8.79,7.5,5.58,0.392,1.0,0.682,,8.0,4.0,3.6,0.005,140.0,1.2,284.978,0.496,90.167,190.6,0.00145,0.03016,0.00225,0.17296,0.02497,0.00338,0.02153,1.837e-06,73.85,27.35,297.0,0.16974,0.36,40.1,0.022,5,1,1.2e-05,9.426035007875507,0.0395993390181253,0.20689168320197682,0.3005318181090198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.303768000065089,2020,2,0.4027777777777778,0.4232917705735661,0.6032,17.296,15.308333333333332,0.26490459646221787,5.681913021250522,1.6337051096927346,7.163966908884788
2020-02-10,WW_37,41.96484722,-87.69722778,POINT (-87.69722778 41.96484722),9.75,7.4,4.645,4.335,5.312,1.375,,4.0,4.0,2.5,0.01,21000.0,1.0,771.731,0.433,58.993,205.2,0.002,0.03974,0.0032,0.0461,0.03059,0.00345,0.02302,1.053e-06,77.65,29.03,313.0,0.12997,0.36,40.1,0.022,5,1,1.2e-05,9.802678618979394,0.041606260619572295,0.21628260229931706,0.31419454194593344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.773878203025244,2020,2,0.5555555555555556,0.3241147132169576,0.7948,4.61,8.774999999999999,0.31205756292747744,7.691150207559546,1.5951352366407576,7.3266708764028365
